14400	13312	598	598	2	0.942170
5952	63616	598	598	2	0.780236
14464	13568	598	598	2	0.800026
14208	13568	598	598	2	0.782977
15296	62464	598	598	2	0.753472
14144	13312	598	598	2	0.723426
3200	12992	598	598	2	0.720959
3328	12736	598	598	2	0.692066
12416	18304	598	598	2	0.712331
11648	18752	598	598	2	0.716943
6208	63680	598	598	2	0.632967
14656	13312	598	598	2	0.758560
9792	18304	598	598	2	0.658561
8192	17344	598	598	2	0.623296
15040	62144	598	598	2	0.647498
15168	13376	598	598	2	0.583358
14080	67904	598	598	2	0.631452
14336	13056	598	598	2	0.566441
12224	18048	598	598	2	0.599550
3072	12736	598	598	2	0.519540
5696	63616	598	598	2	0.550835
15296	62208	598	598	2	0.610826
5888	63872	598	598	2	0.561376
17152	65408	598	598	2	0.700597
5952	14528	598	598	2	0.643014
8448	17344	598	598	2	0.602339
14464	69760	598	598	2	0.579126
8768	65536	598	598	2	0.552608
11712	18496	598	598	2	0.509599
2944	12992	598	598	2	0.467395
5952	63360	598	598	2	0.421976
9600	61888	598	598	2	0.567312
12416	18560	598	598	2	0.523301
15104	12544	598	598	2	0.489722
9280	61888	598	598	2	0.597596
5952	14272	598	598	2	0.531064
8192	17600	598	598	2	0.525589
3392	12480	598	598	2	0.483742
3456	12992	598	598	2	0.443966
6464	63744	598	598	2	0.473812
12160	18304	598	598	2	0.527434
14464	13824	598	598	2	0.539515
8448	66112	598	598	2	0.540960
2752	17152	598	598	2	0.501297
14720	62080	598	598	2	0.532547
8768	17728	598	598	2	0.455698
8384	17088	598	598	2	0.438732
6208	14656	598	598	2	0.451181
10752	68800	598	598	2	0.560361
7936	17408	598	598	2	0.458448
6208	63424	598	598	2	0.407596
3584	12736	598	598	2	0.441930
11392	66752	598	598	2	0.543869
7936	17344	598	598	2	0.444629
10368	18432	598	598	2	0.499080
15040	62400	598	598	2	0.483417
8768	65792	598	598	2	0.449450
13760	13824	598	598	2	0.519094
3200	13248	598	598	2	0.455214
3712	13568	598	598	2	0.459606
5952	13888	598	598	2	0.414100
11648	66432	598	598	2	0.441637
11904	13184	598	598	2	0.533432
5952	14784	598	598	2	0.376338
14592	13056	598	598	2	0.361424
13760	16384	598	598	2	0.432919
8128	17088	598	598	2	0.425956
10048	18432	598	598	2	0.381761
11136	60992	598	598	2	0.471925
12288	17024	598	598	2	0.531897
8448	65792	598	598	2	0.471094
13952	13568	598	598	2	0.448322
7936	16192	598	598	2	0.413871
15168	12288	598	598	2	0.414837
3136	11840	598	598	2	0.385253
3136	11776	598	598	2	0.430153
15360	12608	598	598	2	0.457280
14208	13824	598	598	2	0.432394
7744	62272	598	598	2	0.346403
6208	62848	598	598	2	0.410263
6272	64512	598	598	2	0.491892
9856	18048	598	598	2	0.377397
14144	14272	598	598	2	0.407308
8448	17600	598	598	2	0.405000
6208	62912	598	598	2	0.388754
6144	62848	598	598	2	0.375455
7744	62336	598	598	2	0.442781
14720	61696	598	598	2	0.430150
6144	62912	598	598	2	0.367280
2496	17152	598	598	2	0.482268
3200	11840	598	598	2	0.405992
7680	62336	598	598	2	0.446664
3200	11776	598	598	2	0.428611
7808	62272	598	598	2	0.317227
14720	61760	598	598	2	0.414112
3136	11904	598	598	2	0.374065
7680	62272	598	598	2	0.331087
14656	61696	598	598	2	0.437778
6272	62912	598	598	2	0.403762
11840	70016	598	598	2	0.428707
6272	62848	598	598	2	0.411071
6080	62912	598	598	2	0.402626
6080	62848	598	598	2	0.409082
7808	62208	598	598	2	0.462222
7872	62208	598	598	2	0.458460
4864	11264	598	598	2	0.420388
7744	62208	598	598	2	0.457959
7296	66752	598	598	2	0.392138
3136	12480	598	598	2	0.355806
3200	11904	598	598	2	0.394095
7936	62208	598	598	2	0.524919
14656	61760	598	598	2	0.409924
10624	18048	598	598	2	0.443485
4864	11328	598	598	2	0.409061
6208	62976	598	598	2	0.349738
11328	9984	598	598	2	0.370734
11776	70016	598	598	2	0.438893
14400	62016	598	598	2	0.419250
7872	62272	598	598	2	0.294091
3072	11840	598	598	2	0.359117
5888	62848	598	598	2	0.531032
14784	61696	598	598	2	0.423759
12096	10304	598	598	2	0.443634
3136	11712	598	598	2	0.364069
14784	61760	598	598	2	0.405415
11840	70080	598	598	2	0.384475
6272	62976	598	598	2	0.364360
6144	62976	598	598	2	0.333063
14592	70336	598	598	2	0.426142
3072	11776	598	598	2	0.409102
7808	62336	598	598	2	0.391058
11328	10048	598	598	2	0.364638
12160	18560	598	598	2	0.367279
4608	11200	598	598	2	0.397881
11392	9984	598	598	2	0.367019
6272	63040	598	598	2	0.352197
11264	10048	598	598	2	0.381251
5952	62848	598	598	2	0.287257
6272	63104	598	598	2	0.389690
4544	11200	598	598	2	0.412929
9088	65792	598	598	2	0.390318
3072	11904	598	598	2	0.374462
3200	11712	598	598	2	0.374889
7680	62400	598	598	2	0.376348
14336	68032	598	598	2	0.423243
3136	11968	598	598	2	0.339092
6208	62784	598	598	2	0.396239
7680	62208	598	598	2	0.449960
14592	61696	598	598	2	0.386011
11904	70016	598	598	2	0.399816
6016	62848	598	598	2	0.339271
2496	17088	598	598	2	0.422815
7936	62272	598	598	2	0.299342
4608	11264	598	598	2	0.355714
6016	62912	598	598	2	0.348213
3200	11968	598	598	2	0.361727
7744	62400	598	598	2	0.361215
5888	62784	598	598	2	0.537068
5888	62912	598	598	2	0.470825
6144	62784	598	598	2	0.349996
6976	66432	598	598	2	0.461963
9536	18304	598	598	2	0.403498
5952	62912	598	598	2	0.251350
14592	61760	598	598	2	0.344293
8000	62208	598	598	2	0.508263
13696	16064	598	598	2	0.423973
7936	14976	598	598	2	0.389779
11904	18752	598	598	2	0.267855
12480	61120	598	598	2	0.487119
11136	66944	598	598	2	0.363929
2816	12736	598	598	2	0.305245
6272	62784	598	598	2	0.382401
6336	62848	598	598	2	0.316704
4544	11264	598	598	2	0.362633
14720	62336	598	598	2	0.339034
10880	14720	598	598	1	0.993853
10816	14464	598	598	1	0.985276
11136	14720	598	598	1	0.981515
10560	66944	598	598	1	0.967423
10560	14400	598	598	1	0.968150
10752	14144	598	598	1	0.967734
13568	66432	598	598	1	0.955617
10624	14720	598	598	1	0.947466
10496	14144	598	598	1	0.948561
12480	17600	598	598	1	0.912306
7936	15616	598	598	1	0.932683
11072	14464	598	598	1	0.872014
11456	68608	598	598	1	0.892946
10944	14976	598	598	1	0.867049
9344	18048	598	598	1	0.867988
