29248	33152	598	598	2	0.268287
29312	33152	598	598	2	0.268724
29184	33152	598	598	2	0.267834
29120	33152	598	598	2	0.266497
29056	33152	598	598	2	0.265130
28928	33152	598	598	2	0.266643
31552	33152	598	598	2	0.266939
31488	33152	598	598	2	0.265604
28992	33152	598	598	2	0.264849
31616	33152	598	598	2	0.265471
31424	33152	598	598	2	0.264265
29376	33152	598	598	2	0.268544
31360	33152	598	598	2	0.263084
31296	33152	598	598	2	0.262192
31680	33152	598	598	2	0.264076
31232	33152	598	598	2	0.261988
29248	33088	598	598	2	0.319779
31168	33152	598	598	2	0.260686
29184	33088	598	598	2	0.318660
31744	33152	598	598	2	0.262104
31104	33152	598	598	2	0.259233
31808	33152	598	598	2	0.261541
29120	33088	598	598	2	0.316862
31040	33152	598	598	2	0.257330
30912	33152	598	598	2	0.258949
30976	33152	598	598	2	0.258058
30848	33152	598	598	2	0.258508
28928	33088	598	598	2	0.314080
31872	33152	598	598	2	0.261196
29056	33088	598	598	2	0.315070
29312	33088	598	598	2	0.320859
30784	33152	598	598	2	0.258107
28992	33088	598	598	2	0.314231
30720	33152	598	598	2	0.257780
28864	33152	598	598	2	0.261095
31552	33088	598	598	2	0.314259
30656	33152	598	598	2	0.257870
31488	33088	598	598	2	0.313241
31424	33088	598	598	2	0.313020
31232	33088	598	598	2	0.313255
31360	33088	598	598	2	0.312830
31296	33088	598	598	2	0.312692
31616	33088	598	598	2	0.312654
31168	33088	598	598	2	0.312968
31104	33088	598	598	2	0.312352
30912	33088	598	598	2	0.312033
30976	33088	598	598	2	0.311853
30848	33088	598	598	2	0.311372
31040	33088	598	598	2	0.311037
31680	33088	598	598	2	0.311297
30784	33088	598	598	2	0.310925
31744	33088	598	598	2	0.309459
30720	33088	598	598	2	0.310670
31808	33088	598	598	2	0.308821
31872	33088	598	598	2	0.307942
28864	33088	598	598	2	0.316242
30592	33152	598	598	2	0.258591
30656	33088	598	598	2	0.309261
29376	33088	598	598	2	0.321368
29440	33152	598	598	2	0.267544
30592	33088	598	598	2	0.308456
31936	33152	598	598	2	0.272357
31936	33088	598	598	2	0.316510
30528	33152	598	598	2	0.251362
5248	832	598	598	2	0.248201
5248	896	598	598	2	0.243302
5312	832	598	598	2	0.221970
5312	896	598	598	2	0.211026
29312	33216	598	598	2	0.183570
29376	33216	598	598	2	0.184548
29248	33216	598	598	2	0.182570
29184	33216	598	598	2	0.181892
31552	33216	598	598	2	0.181678
29120	33216	598	598	2	0.180654
31488	33216	598	598	2	0.180924
